0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0.056622,0.048
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.016667,0.0492,0.061882,0.088533,0.14265,0.13091
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005,0.043472,0.057188,0.071456,0.13024,0.15184,0.17382,0.20128,0.19875
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0066667,0.044066,0.056126,0.065546,0.11283,0.14286,0.15975,0.18105,0.20481,0.23343,0.26903,0.2887
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02175,0.04874,0.056741,0.066423,0.11339,0.1382,0.15205,0.16977,0.18756,0.21123,0.23765,0.27172,0.30908,0.34469,0.36364
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01587,0.0448,0.05253,0.058208,0.077647,0.12207,0.13638,0.14893,0.16286,0.17667,0.19508,0.21768,0.24388,0.27612,0.31183,0.34367,0.38011,0.41149,0.41677
0,0.013636,0.034938,0.0016667,0.010312,0,0,0,0,0.11,0,0,0,0.0062857,0.026567,0.048095,0.051754,0.057565,0.073661,0.11046,0.1269,0.13726,0.14757,0.15905,0.17266,0.18492,0.20372,0.22446,0.25007,0.28197,0.31524,0.34522,0.37805,0.4085,0.44074,0.47669,0.41171
0,0.049231,0.078607,0.045102,0.056368,0.037153,0.04428,0.034329,0.04723,0.046594,0.051575,0.053889,0.054492,0.065549,0.088966,0.11337,0.12302,0.13231,0.14045,0.15029,0.15959,0.16978,0.17948,0.19345,0.21287,0.23243,0.25866,0.28804,0.31805,0.34861,0.37954,0.40838,0.43788,0.47009,0.51412,0.56419,0.56876
0,0.050249,0.1,0.092478,0.089867,0.088995,0.08681,0.094363,0.10498,0.10408,0.1149,0.11788,0.12636,0.13499,0.14277,0.14575,0.15716,0.16661,0.17586,0.18521,0.19486,0.21096,0.23351,0.2554,0.28243,0.31034,0.33976,0.36724,0.39459,0.42359,0.45266,0.48197,0.52615,0.57948,0.63789,0.75436,0.89356
0,0.047694,0.11003,0.12087,0.13001,0.135,0.135,0.135,0.14,0.14,0.14164,0.14189,0.14314,0.14481,0.15152,0.16225,0.164,0.17271,0.18285,0.19495,0.20848,0.2241,0.24702,0.27261,0.29647,0.32534,0.35463,0.38403,0.41146,0.43578,0.46647,0.5009,0.54335,0.60289,0.68293,0.791,0.93393
0,0.082174,0.1156,0.13464,0.14,0.14,0.14,0.14213,0.14543,0.14593,0.15474,0.16261,0.16387,0.16906,0.17534,0.18466,0.19763,0.21176,0.22687,0.2474,0.26919,0.29298,0.31763,0.34369,0.37144,0.39979,0.42654,0.45357,0.48633,0.52469,0.56924,0.62173,0.71953,0.83102,0.91485,1,1
0,0.1225,0.12417,0.14176,0.142,0.14652,0.1455,0.15364,0.15933,0.16281,0.17179,0.1763,0.18206,0.1885,0.20423,0.21918,0.23743,0.25832,0.2799,0.30168,0.327,0.35371,0.37843,0.4046,0.43146,0.45678,0.48833,0.52656,0.56722,0.61751,0.70076,0.81308,0.88811,0.96826,1,1,1
0,0.14667,0.1275,0.148,0.15111,0.15636,0.15818,0.164,0.17071,0.17667,0.18545,0.19778,0.2083,0.22558,0.24816,0.26945,0.28935,0.31,0.33378,0.36112,0.39061,0.41915,0.44526,0.47,0.50764,0.54025,0.57839,0.62753,0.71046,0.81531,0.87444,0.95052,1,1,1,1,1
0,0.162,0.13571,0.155,0.16,0.164,0.17,0.175,0.18333,0.1925,0.21,0.22628,0.24923,0.27457,0.29226,0.31475,0.34355,0.37266,0.39819,0.43071,0.46244,0.49776,0.53231,0.56775,0.61321,0.66099,0.78125,0.82184,0.88941,0.94946,1,1,1,1,1,1,1
0,0.185,0.14,0.1625,0.16333,0.17286,0.18,0.18556,0.19818,0.21788,0.24316,0.26622,0.28686,0.30912,0.33575,0.36275,0.39231,0.42273,0.44385,0.4785,0.51423,0.55263,0.59143,0.6425,0.73627,0.85181,0.92317,1,1,1,1,1,1,1,1,1,1
0,0.1975,0.145,0.166,0.17333,0.18167,0.19,0.20154,0.22381,0.25125,0.28136,0.30452,0.32633,0.34972,0.38211,0.41077,0.43289,0.45455,0.47867,0.52094,0.56158,0.60533,0.64878,0.74529,0.86724,0.94407,1,1,1,1,1,1,1,1,1,1,1
0,0.228,0.15,0.1725,0.18,0.188,0.20667,0.221,0.25056,0.27647,0.302,0.33846,0.37121,0.4025,0.43286,0.45871,0.48086,0.51306,0.54143,0.58263,0.62286,0.68714,0.79204,0.89459,0.985,1,1,1,1,1,1,1,1,1,1,1,1
0,0.288,0.155,0.178,0.19,0.2025,0.218,0.25235,0.27833,0.305,0.33412,0.37,0.415,0.44533,0.48333,0.5178,0.55491,0.59679,0.63109,0.67984,0.761,0.85183,0.92683,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0,0.322,0.165,0.185,0.2,0.21444,0.24667,0.2875,0.308,0.33375,0.37,0.4,0.43,0.46,0.53,0.58,0.61,0.656,0.78102,0.83213,0.91912,0.965,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0,0.352,0.16,0.19,0.205,0.235,0.273,0.295,0.34231,0.365,0.405,0.43556,0.45857,0.483,0.53875,0.59429,0.645,0.75656,0.87234,0.97,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0,0.41286,0.17,0.2,0.23,0.26,0.292,0.31833,0.38,0.40941,0.44059,0.47071,0.49444,0.52846,0.5744,0.63,0.71722,0.85253,0.9575,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0,0.47375,0.18,0.21667,0.255,0.3,0.3125,0.352,0.38,0.42667,0.48357,0.51609,0.55034,0.5884,0.63043,0.69935,0.82913,0.92864,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0,0.54778,0.17,0.2125,0.255,0.3,0.33,0.378,0.406,0.45,0.49,0.565,0.61421,0.65083,0.714,0.832,0.933,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0,0.64583,0.185,0.224,0.27667,0.33,0.36,0.40778,0.439,0.47,0.52,0.6,0.76,0.73174,0.84962,0.93652,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0,0.77267,0.2,0.242,0.2975,0.35,0.4,0.43111,0.4625,0.505,0.575,0.68,0.85857,0.91867,0.96,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0,0.94,0.18,0.24,0.30857,0.36,0.42,0.455,0.48875,0.53308,0.6,0.71864,0.84129,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0,0.19,0.2,0.26,0.335,0.37,0.43,0.498,0.52714,0.58,0.645,0.795,0.91,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0,0.195,0.208,0.28,0.34,0.385,0.44,0.52667,0.57091,0.62,0.70875,0.86676,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0,0.197,0.245,0.3,0.365,0.41,0.45,0.55,0.6125,0.68688,0.77889,0.93,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0,0.2,0.24,0.305,0.365,0.435,0.46,0.6,0.67167,0.71,0.89757,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0,0.21,0.23,0.305,0.388,0.455,0.48,0.65,0.7,0.83529,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0,0.215,0.2,0.325,0.4075,0.46333,0.56,0.69,0.74,0.95667,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0,0.22,0.22,0.352,0.425,0.48833,0.6,0.785,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0,0.235,0.245,0.37667,0.45,0.52167,0.625,0.86789,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0,0,0.26,0.374,0.45,0.5,0.62545,0.9225,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0,0,0.275,0.395,0.475,0.535,0.67778,0.815,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0,0,0.29667,0.42,0.52143,0.575,0.665,0.94,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0,0,0.30333,0.445,0.52857,0.60833,0.73,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0,0,0.325,0.47,0.57,0.64,0.855,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0,0,0.34667,0.505,0.63,0.68444,0.965,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0,0,0.366,0.56,0.7,0.761,0.95,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0,0,0.392,0.625,0.865,0.8375,0.93,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0,0,0.41,0.675,0.83333,0.95,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0,0,0.41,0.465,0.88,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0,0,0.44,0.485,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0,0,0.465,0.525,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0,0,0.49,0.585,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0,0,0.525,0.645,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0,0,0.57,0.775,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0,0,0.62,0.935,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0,0,0.68,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0,0,0.77,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0,0,0.91,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
